NICKNAME,NAME,BIRTHDATE,MC_NUMBER,TLPD_ID,TLPD_DB,LIQUIPEDIA_PAGE,SC2E_ID,COUNTRY,RACE,PP_SCORE,FOREIGN_KEY1,FOREIGN_KEY2,FOREIGN_KEY3,ROMANIZED_NAME
2441,Korvin,\N,\N,\N,\N,0,\N,\N,MD,Z,-0.787308780192492,55,56,6696579,Sergey Kabirovski
820,Ksis,Krzysztof Kasprzycki,\N,\N,4009,2,\N,\N,PL,P,-0.834010269764474,51,52,6695202,\N
985,KsP,François Videlo,\N,\N,2982,2,,\N,FR,P,-0.973373933764941,49,50,6695350,\N
5628,mintograde,\N,\N,\N,\N,\N,\N,\N,US,P,-0.961893339641222,38,39,6699363,\N
4968,mistgun,\N,\N,\N,\N,\N,\N,\N,FR,T,-0.777067817820829,28,29,6698814,\N
7219,terranoid,\N,\N,\N,\N,0,\N,\N,US,T,-1.06944493462481,30,31,6700691,\N
4586,moosy,\N,\N,3,\N,\N,\N,\N,CA,T,-1.0063683696689,34,35,6698471,\N
17606,Phena,\N,\N,3,\N,0,\N,\N,NL,P,-1.82875027592291,28,29,6709982,\N
5263,Xormentor,Michael Minnekeer,\N,3,\N,0,\N,\N,AU,P,-1.34778350873009,106,107,6699075,\N
12699,bOdziOWolf,Bogdan Koronka,\N,3,\N,0,,\N,PL,Z,-1.89982557886022,90,91,6705509,
1873,BoSs,이세훈,\N,3,4574,3,\N,\N,KR,P,-0.621680235831638,39,40,6696113,Lee Se Hoon
16468,MoL,\N,\N,\N,\N,\N,\N,\N,\N,P,-1.73728964682686,28,29,6708888,\N
12229,piNoKiO,\N,\N,\N,\N,0,\N,\N,RU,Z,-1.47912480266786,36,37,6705073,\N
9322,ploge,\N,\N,\N,\N,\N,\N,\N,RU,P,-1.69211153663222,82,83,6702434,\N
18516,Noriega,\N,\N,\N,\N,\N,\N,\N,\N,P,-1.79472757047316,26,27,6710830,\N
3525,novemBer,\N,\N,\N,3537,2,\N,\N,BR,T,-0.736668529019921,30,31,6697544,\N
2844,Nzar,\N,\N,\N,2147,3,\N,\N,US,P,-0.498362771181179,25,26,6696920,\N
18706,oBLak,\N,\N,\N,\N,\N,\N,\N,BG,P,-1.79900078737993,27,28,6711011,\N
14703,Paxters,,\N,\N,\N,\N,,\N,PL,T,-1.74131305496552,67,68,6707316,
14611,phoenix,\N,\N,\N,\N,\N,\N,\N,BR,T,-1.71366649480091,67,68,6707235,\N
11416,Proteje,\N,\N,\N,\N,\N,,\N,US,T,-1.27285422644788,27,28,6704359,\N
6558,Quack,\N,\N,\N,\N,\N,\N,\N,\N,T,\N,25,26,6700129,\N
12311,RayTriiX,,\N,\N,\N,\N,,\N,DE,Z,-1.33172309066661,25,26,6705151,
14269,Rayydon,\N,\N,\N,\N,\N,\N,\N,PE,Z,-1.68463190273315,29,30,6706929,\N
2627,Regret,\N,\N,\N,3845,3,\N,\N,KR,T,-0.422886318971004,29,30,6696738,\N
2816,Rei,\N,\N,\N,2293,3,\N,\N,US,R,-0.524979971337001,27,28,6696892,\N
3656,Rye,\N,\N,\N,3938,2,\N,\N,PH,T,-0.820766949017516,40,41,6697657,\N
3089,RyF,Manuel Kregl,\N,\N,3059,2,\N,\N,AT,T,-1.04545037781975,95,96,6697147,\N
6699,sgtjoseph,\N,\N,\N,\N,\N,\N,\N,US,T,\N,25,26,6700244,\N
6682,ShadyPenguin,\N,\N,\N,\N,0,\N,\N,US,P,\N,25,26,6700229,\N
4980,ShaKa,\N,\N,\N,\N,\N,\N,\N,US,Z,-0.782588097399762,28,29,6698826,\N
9792,shakal,,\N,\N,\N,\N,,\N,BR,Z,-1.55360077650005,108,109,6702870,
9768,Shanx,,\N,\N,\N,\N,,\N,BR,P,-1.1678837446029,28,29,6702846,
4153,Shape,\N,\N,\N,\N,\N,\N,\N,US,P,-0.910420404477164,27,28,6698089,\N
5865,shArk,\N,\N,\N,\N,\N,\N,\N,DE,P,-1.31611329118511,75,76,6699541,\N
9864,Shark,Steffen Reyer ,\N,\N,\N,\N,,\N,NL,T,-1.25478947012623,28,29,6702939,
11524,Shark,,\N,\N,\N,\N,,\N,DE,T,-1.38868785779447,32,33,6704454,
15207,SiFFreDi,,\N,\N,\N,\N,,\N,BR,P,-1.70217471259022,36,37,6707687,
16585,siraniki,\N,\N,\N,\N,0,\N,\N,BR,T,-1.83765550937756,28,29,6709002,\N
11411,SirAspiC,Axel Etienne,\N,\N,\N,0,\N,\N,FR,T,-1.27955605677365,28,29,6704354,\N
17183,SirDukeNukem,\N,\N,\N,\N,\N,\N,\N,\N,R,-1.7650438179146,28,29,6709572,\N
17093,Siren,\N,\N,\N,\N,\N,\N,\N,RU,P,-1.67506004830703,25,26,6709484,\N
12942,SnayZ,,\N,\N,\N,\N,,\N,\N,T,-1.41954363912422,27,28,6705732,
16478,SPIRIT,,\N,\N,\N,\N,,\N,HU,Z,-1.78715590263118,48,49,6708898,
12180,SqrtofnegOne,,\N,\N,\N,\N,,\N,CA,T,-1.89047662524735,62,63,6705031,
7839,Miley,Winson Yong,\N,3,\N,0,\N,\N,AU,Z,-2.02331230643993,146,147,6701185,\N
5510,Pajack,Tilen Omejc,\N,3,\N,0,\N,\N,SI,Z,-1.59030465309657,143,144,6699262,\N
9654,DivinitY,Sebastian Łukasiewicz,\N,\N,\N,0,\N,\N,PL,Z,-1.14428461715073,31,32,6702751,\N
6126,dosa,\N,\N,\N,\N,0,\N,\N,KR,P,-0.839010219511339,30,31,6699762,\N
10874,DragonFly,,\N,\N,\N,\N,,\N,DE,P,-1.29163196848869,26,27,6703871,
13739,Duckilicious,\N,\N,\N,\N,\N,\N,\N,US,Z,-1.53249745870382,28,29,6706467,\N
17976,Patoumpalou,\N,\N,3,\N,\N,\N,\N,FR,Z,-1.77349289703997,26,27,6710341,\N
1447,Phantom,Jamie Palmer,\N,3,3780,2,\N,\N,NZ,Z,-1.19433540609816,139,140,6695760,\N
4580,Renzan,Grégory Alcaraz,\N,3,\N,\N,,\N,FR,Z,-1.14572514030552,63,64,6698465,\N
14839,Nano,\N,\N,\N,\N,\N,\N,\N,PL,P,-1.64415131648511,28,29,6707439,\N
17325,repoduck,\N,\N,3,\N,0,\N,\N,TH,Z,-1.70782957187807,25,26,6709710,Nattarus Ttang
2030,Reverse,강훈구,\N,3,\N,\N,,\N,KR,T,-0.674878351643322,35,36,6696254,Kang Hoon Koo
10406,Daspocksta,Andrew Carswell,\N,3,\N,0,\N,\N,UK,T,-1.8852692614783,72,73,6703443,\N
10734,TurkeyDano,Daniel Fernandes,\N,3,\N,0,,\N,BR,P,-1.58840645101331,95,96,6703745,
10593,Tymli,Thomas Christiansen,\N,3,\N,0,,\N,DK,P,-1.8046467398258,102,103,6703616,
4583,Ultrablue,Raine Nuutinen,\N,3,\N,\N,,\N,FI,P,-0.918781543389507,28,29,6698468,\N
11996,比企谷八幡,\N,\N,3,\N,\N,\N,\N,CN,T,-1.84044427991392,151,152,6704874,\N
3954,Bush,Igor Costa,\N,3,4540,2,\N,\N,BR,Z,-1.56155944517416,187,188,6697921,\N
4377,CrBox,Martin Maindl,\N,3,\N,\N,,\N,CA,Z,-1.21010264897048,97,98,6698290,
3530,CreamCake,Tin Trung Duong,\N,3,3810,2,,\N,NO,T,-1.38922278359062,184,185,6697548,
18311,Pray,\N,\N,\N,\N,\N,\N,\N,RU,T,-1.77239393537817,28,29,6710665,\N
10824,Emer,Emeric Gilmont,\N,3,\N,0,\N,\N,BE,P,-1.90007891621583,124,125,6703827,\N
7230,Emperor,Markus Løtveit,1993-12-29,3,\N,\N,,\N,NO,P,-1.81370990368906,216,217,6700702,
11912,EndOfDays,Logan Terriah,\N,3,\N,0,,\N,CA,T,-1.83658508037304,106,107,6704799,
2364,ENZA,仙崎 俊和,\N,3,\N,0,\N,\N,JP,T,-1.32427731858494,95,96,6696519,Senzaki Toshikazu
2325,Evilcat,\N,\N,3,\N,\N,\N,\N,TW,P,-0.881696378403736,33,34,6696502,\N
12701,Error,\N,\N,\N,\N,\N,\N,\N,PL,Z,-1.40068259961661,28,29,6705511,\N
3780,eXMaSter,\N,\N,3,4208,2,\N,\N,US,P,-0.696046597146052,28,29,6697769,\N
13345,Fanofstuff,\N,\N,3,\N,\N,\N,\N,\N,Z,-1.30976061843856,26,27,6706098,\N
13478,Faz,\N,\N,3,\N,\N,\N,\N,AU,T,-1.78784007964929,54,55,6706224,\N
9219,FIGARO,\N,\N,3,\N,\N,\N,\N,UK,Z,-1.64654105518399,125,126,6702338,\N
15749,FlaSh,\N,\N,3,\N,0,\N,\N,NL,T,-1.81578108733848,57,58,6708203,\N
9850,Flench,\N,\N,3,\N,\N,\N,\N,US,P,-1.19880236702518,34,35,6702925,\N
5276,Flower,白昊,\N,3,\N,0,\N,\N,CN,Z,-1.20685257057798,82,83,6699088,Bai Hao
11763,FlynUP,,\N,3,\N,\N,,\N,FR,P,-2.18493421115811,88,89,6704669,
10391,KafaR,\N,\N,3,\N,\N,\N,\N,FR,Z,-1.29250017155619,28,29,6703429,\N
7663,ForAiur,Daniel Gasiulewcz,\N,3,\N,0,\N,\N,PL,P,-1.71057598672289,102,103,6701031,\N
12571,fpsAction,\N,\N,3,\N,\N,\N,\N,\N,Z,-1.41396343109481,28,29,6705392,\N
9827,Gloob,Tyler O'Keefe,\N,3,\N,\N,,\N,US,T,-1.62980071294115,80,81,6702903,
14792,GOLDMADMAN,\N,\N,3,\N,\N,\N,\N,CN,Z,-1.77689307501305,53,54,6707401,\N
8269,Ivack,\N,\N,3,\N,\N,\N,\N,ES,P,-1.45348576278346,60,61,6701547,\N
11191,Jehuty,Rezwan Mostofa ,\N,3,\N,\N,,\N,UK,Z,-1.91663157582559,105,106,6704161,
1854,karmaRPM,\N,\N,3,\N,\N,\N,\N,KR,T,-0.552508783225171,28,29,6696096,\N
8970,Kunamatata,,\N,3,\N,\N,,\N,FR,T,-1.8256934394142,125,126,6702108,
2136,Lagrangian,Ke Li,\N,3,3282,3,\N,\N,US,P,-0.617780343701862,28,29,6696348,\N
6610,Glazed,\N,\N,\N,\N,\N,\N,\N,SG,Z,-0.901110088742893,28,29,6700177,\N
11537,GuSeJu,\N,\N,\N,\N,\N,\N,\N,KR,Z,-0.571232542141055,28,29,6704464,\N
9809,ofx,Xavier O,\N,3,\N,0,\N,\N,CA,Z,-1.29259481930702,26,27,6702887,\N
4505,PbNoRe,\N,\N,3,\N,\N,\N,\N,NL,T,-1.48519299966846,81,82,6698399,\N
3469,Rain,\N,\N,3,3699,2,\N,\N,US,Z,-1.48510653215848,158,159,6697491,\N
3683,Reave,Jonathan Vansnick,\N,3,3998,2,,\N,BE,P,-0.700266723970604,35,36,6697684,\N
3636,ReiToR,Ondřej Svojše,\N,3,3903,2,,\N,CZ,T,-1.37121574388884,153,154,6697639,
9419,Rengen,Brady Cassada,\N,3,\N,0,,\N,US,P,-1.70610416186583,134,135,6702526,
5437,Rodzyn,Sebastian Leszczyński,\N,3,\N,0,Rodzyn,\N,PL,P,-1.41505716694929,80,81,6699195,
9907,Roran,\N,\N,3,\N,\N,\N,\N,FR,Z,-1.61554706803158,61,62,6702977,\N
608,Royal,김경수,\N,3,1950,3,\N,\N,KR,Z,-0.717981276873869,61,62,6695009,Kim Kyung Soo
4760,sansan,\N,\N,3,\N,\N,\N,\N,SE,T,-1.03039301948503,28,29,6698621,\N
2381,Schnieder,Jeff Schnieder,\N,3,3672,3,\N,\N,US,Z,-1.23693349963557,120,121,6696527,\N
466,Serashin,Sebastian Nossol,\N,3,2584,2,,\N,DE,P,-0.874949400397086,44,45,6694873,\N
10990,MrTea,Dalton Gray,\N,3,\N,0,,\N,UK,Z,-1.91392295935364,106,107,6703977,
18082,MWrld,\N,\N,\N,\N,\N,\N,\N,RU,R,-1.76200658918894,25,26,6710443,\N
10933,MystiC,\N,\N,\N,\N,\N,\N,\N,CA,P,-1.1248194379084,26,27,6703925,\N
1970,MuNeung,\N,\N,3,\N,\N,\N,\N,KR,T,-0.628282599745688,25,26,6696195,\N
11163,Trizorg,\N,\N,3,\N,\N,\N,\N,AU,Z,-1.37857604091015,26,27,6704133,\N
13241,McRiggins,\N,\N,\N,\N,0,\N,\N,ES,Z,-1.42294024296645,29,30,6706006,\N
5089,ModernDeath,\N,\N,\N,\N,\N,\N,\N,DE,Z,-1.15194930913895,50,51,6698922,\N
9240,Night,\N,\N,\N,\N,\N,\N,\N,US,Z,-1.17506285860882,65,66,6702358,\N
2066,V4LOR,Patrick Laley,\N,3,\N,0,\N,\N,US,S,\N,25,26,6696288,\N
10051,Pacomike,Francisco Rodriguez,\N,\N,\N,0,,\N,MX,P,-1.38019192560103,73,74,6703116,
9782,Padawan,Murilo Barzenski,\N,\N,\N,0,\N,\N,BR,P,-1.73558613354185,111,112,6702860,\N
13938,Waii,\N,\N,3,\N,\N,\N,\N,TH,Z,-1.72809399321238,73,74,6706619,\N
6090,Lampan,Stefan Landberg,\N,3,\N,\N,,\N,SE,Z,-1.10902916870389,39,40,6699733,\N
2015,LeeKoon,\N,\N,3,\N,\N,\N,\N,KR,T,-0.630451288653244,25,26,6696240,\N
428,Matiz,Mateusz Kowalski,\N,3,2997,2,,\N,PL,Z,-1.46691656219368,156,157,6694837,
7773,MeLo,\N,\N,3,\N,\N,\N,\N,AU,P,-0.541314271895651,28,29,6701133,\N
8289,MysticSecret,\N,\N,3,\N,0,\N,\N,AU,P,-1.62017304524302,87,88,6701563,\N
4271,serups,,\N,3,\N,\N,,\N,DK,T,-0.988427672608431,50,51,6698197,\N
9507,mrprotoss,\N,\N,\N,\N,0,\N,\N,US,P,-1.24087482881874,37,38,6702612,\N
16561,Gmista,\N,\N,\N,\N,0,\N,\N,RU,Z,-1.74426357506934,29,30,6708978,\N
16351,zokker,\N,\N,\N,\N,0,\N,\N,DE,P,-1.94289055629149,43,44,6708778,\N
6049,GnuGnu,\N,\N,\N,\N,\N,\N,\N,AU,P,-1.98744809010706,198,199,6699692,\N
16340,LANCE,\N,\N,\N,\N,\N,\N,\N,CA,Z,-1.71172400223793,28,29,6708768,\N
16732,latt,\N,\N,\N,\N,\N,\N,\N,\N,T,-1.7770113600282,40,41,6709139,\N
6084,LaughingMan,\N,\N,\N,\N,0,\N,\N,AU,P,-0.918406046378802,49,50,6699727,\N
4931,Laurens,\N,\N,\N,\N,\N,\N,\N,BE,T,-0.916097349374145,27,28,6698781,\N
8184,Lorktar,\N,\N,\N,\N,\N,\N,\N,FR,T,-1.06912769502912,27,28,6701478,\N
13135,Lucano,,\N,\N,\N,\N,,\N,PL,T,-1.41194671231038,27,28,6705907,
3816,Lucario,\N,\N,\N,4233,2,\N,\N,CH,P,-0.784626264723977,27,28,6697800,\N
754,xDkFaT,Khuong Dang,\N,\N,1668,2,\N,\N,DK,P,\N,25,26,6695142,\N
6413,XEcutioNZ,Justin Arruda,\N,\N,\N,0,\N,\N,CA,P,-1.18944652487054,48,49,6700009,\N
3759,Xela,\N,\N,\N,4168,2,\N,\N,UA,P,-0.782812103129011,27,28,6697748,\N
2460,Zljo,Никола Кондић,\N,\N,\N,\N,,\N,RS,T,-0.676018119954438,28,29,6696594,Nikola Kondic
6287,zLORD,\N,\N,\N,\N,0,\N,\N,CN,P,-1.09086924645851,56,57,6699898,\N
12358,Zumi,\N,\N,\N,\N,\N,\N,\N,SE,T,-1.36942360434858,25,26,6705193,\N
18286,zyclon,\N,\N,\N,\N,\N,\N,\N,US,Z,-1.81457992189268,28,29,6710640,\N
17091,ЙIĦED,\N,\N,\N,\N,0,\N,\N,HU,R,-1.70373939770352,25,26,6709482,\N
17134,只是来玩玩,\N,\N,\N,\N,\N,\N,\N,CN,P,-1.57438924069523,27,28,6709524,\N
11332,Servas,\N,\N,\N,\N,\N,,\N,AT,P,-1.30975690833595,32,33,6704283,\N
13605,SeT,\N,\N,\N,\N,\N,\N,\N,PL,Z,-1.51147342057597,32,33,6706344,\N
11183,Seven,\N,\N,\N,\N,\N,\N,\N,KR,Z,-1.20361354342294,37,38,6704153,\N
9697,sexyandiknowit,\N,\N,\N,\N,\N,\N,\N,US,P,-1.24000492205342,27,28,6702792,\N
4908,shadow,\N,\N,\N,\N,0,\N,\N,IT,P,-1.41668203844354,118,119,6698758,\N
16771,Lucek,\N,\N,\N,\N,\N,\N,\N,PL,T,-1.73363419795072,27,28,6709176,\N
5463,shadow,\N,\N,\N,\N,\N,\N,\N,US,Z,-0.981167008708205,27,28,6699217,\N
16073,Shkirva,\N,\N,\N,\N,\N,\N,\N,BY,P,-1.6306903554415,28,29,6708513,\N
11085,SlapesKe,,\N,\N,\N,\N,,\N,US,P,-1.33347509431256,30,31,6704061,
15144,Slashere,\N,\N,\N,\N,\N,\N,\N,RU,Z,-1.65311194032033,27,28,6707626,\N
8555,StanZ,Nicolas Paquet,\N,\N,\N,0,\N,\N,FR,Z,-1.24656048450248,137,138,6701799,\N
10028,Startails,\N,\N,\N,\N,\N,\N,\N,US,P,-1.22129058018713,32,33,6703093,\N
11834,StarTaledBOB,\N,\N,\N,\N,\N,\N,\N,US,T,-1.40213118804841,27,28,6704726,\N
17424,Sword,\N,\N,\N,\N,\N,\N,\N,US,T,-1.66903037111547,33,34,6709806,\N
17528,山色空濛雨亦奇,\N,\N,\N,\N,\N,\N,\N,CN,P,-1.69340808385594,28,29,6709906,\N
16496,平沢唯,\N,\N,\N,\N,\N,\N,\N,TW,P,-1.73445978372551,28,29,6708916,\N
8079,spectral,Jacob Wacker,\N,3,\N,0,\N,\N,US,T,-1.0968330653328,25,26,6701401,\N
7272,WhiteTearS,\N,\N,3,\N,0,\N,\N,KR,T,-0.761711846810185,33,34,6700731,\N
2080,Wiggin,David Bentz,\N,3,\N,0,\N,\N,US,P,\N,25,26,6696302,\N
3492,amonkey,Ian Sue-Chue-Lam,\N,3,3520,2,,\N,CA,P,-0.773540966671012,33,34,6697514,\N
6956,Angel,\N,\N,3,\N,\N,\N,\N,TW,P,-1.19785264922545,38,39,6700472,\N
5999,Apollo,Shaun Clark,\N,3,\N,\N,,\N,UK,Z,\N,25,26,6699646,\N
3275,FlashDave,David Goodman,\N,3,3067,2,,\N,UK,Z,-0.923682453395015,55,56,6697317,\N
427,Rmdx,Dennis Hawelka,\N,3,2551,2,\N,\N,DE,T,-1.01677925496253,62,63,6694836,\N
4155,Romandragon,\N,\N,3,\N,\N,\N,\N,US,Z,-0.862092256220069,35,36,6698090,\N
387,Safa,Сяргей Іваненка,1994-10-27,3,4274,3,\N,\N,BY,Z,-0.892178904590009,40,41,6694799,Sergei Ivanenko
12080,Shadonja,\N,\N,3,\N,\N,\N,\N,US,P,-1.4418822971186,34,35,6704944,\N
13210,Elitebrian,,\N,3,\N,\N,,\N,ES,T,-1.48340658359398,25,26,6705979,
13209,EvolvE,,\N,3,\N,\N,,\N,US,T,-1.95256725358289,75,76,6705978,
13476,Fatality,Remi Jouglet,\N,3,\N,\N,,\N,FR,T,-1.85093304478103,70,71,6706222,
5258,Fazer,Jakub Ziman,\N,3,\N,\N,,\N,SK,P,-1.47725741309703,171,172,6699071,
3554,GunnersMate,John Sterling,\N,3,3613,2,\N,\N,UK,Z,-1.30965704287877,92,93,6697568,\N
11182,Hannibal,Luis Lopez,1994-02-10,3,\N,0,,\N,US,Z,-2.01358658509116,78,79,6704152,
1366,null,\N,\N,\N,1813,2,\N,\N,AF,Z,\N,25,26,6695688,\N
7994,Havoc,\N,\N,3,\N,\N,\N,\N,US,T,-1.61776778152645,83,84,6701330,\N
12366,Haycia,Nikolaj Bünger,\N,3,\N,\N,,\N,DK,Z,-1.47181397528799,32,33,6705200,
10540,Reload,\N,\N,\N,\N,\N,\N,\N,AU,Z,-1.25112812800492,28,29,6703567,\N
13931,Rem,,\N,\N,\N,\N,,\N,\N,P,-1.5379995187679,29,30,6706614,
16492,ResNet,\N,\N,\N,\N,\N,\N,\N,TW,P,-1.76174772276678,28,29,6708912,\N
18433,respecmeplz,\N,\N,\N,\N,\N,\N,\N,\N,P,-1.82181569810948,26,27,6710750,\N
10860,Shadow,,\N,\N,\N,\N,,\N,US,P,-1.30633764769529,26,27,6703858,
9489,Shadow,\N,\N,\N,\N,\N,\N,\N,CA,P,-1.20842618319243,28,29,6702594,\N
9959,ShadowRoma,\N,\N,\N,\N,\N,\N,\N,RU,P,-1.42315993910274,58,59,6703026,\N
7903,Shadyjames,\N,\N,\N,\N,\N,\N,\N,AU,R,-0.821498208271409,25,26,6701246,\N
16213,SHAGUI,\N,\N,\N,\N,\N,\N,\N,\N,Z,-1.78579030491728,28,29,6708643,\N
8679,Shahmatist,\N,\N,\N,\N,\N,\N,\N,RU,T,-1.14447854318925,28,29,6701898,\N
17793,Shenlin,,\N,\N,\N,\N,,\N,NL,R,-1.77336668565598,26,27,6710161,
14716,Shepard,\N,\N,\N,\N,\N,\N,\N,PL,T,-1.60133838843279,28,29,6707327,\N
17949,Shepard,\N,\N,\N,\N,\N,\N,\N,KZ,Z,-1.76909500660529,26,27,6710314,\N
18519,ScrubbyDucky,\N,\N,\N,\N,\N,\N,\N,\N,Z,-1.79472757047316,26,27,6710833,\N
15232,SeattleSC,\N,\N,\N,\N,\N,\N,\N,\N,R,-1.64579497015558,25,26,6707711,\N
9413,Seryph,Ovi Negulescu,\N,3,\N,0,,\N,CA,T,-1.9584727220587,118,119,6702520,
6479,Shade,\N,\N,3,\N,\N,\N,\N,AU,Z,-1.13375419740833,47,48,6700060,\N
12975,Skyler,Barny Yu,\N,3,\N,\N,,\N,US,T,-1.68550870651297,96,97,6705759,
7938,Sllik,\N,\N,3,\N,\N,\N,\N,CA,T,-1.13746931496065,52,53,6701278,\N
5206,Slyce,Matt Garland,\N,3,\N,0,\N,\N,UK,T,-1.20270913133785,73,74,6699030,\N
13691,Wilo,Will Aesoph,\N,3,\N,0,\N,\N,CA,Z,-1.96232249894003,87,88,6706424,\N
4638,Des,Михаил Аленицын,1993-08-02,3,\N,0,,\N,RU,T,-0.998570607975873,73,74,6698516,Michael Alenitsyn
13231,Wok,,\N,3,\N,0,,\N,UK,Z,-2.30691212007157,89,90,6705999,
17832,reignandpals,\N,\N,\N,\N,\N,\N,\N,AU,P,-1.75002104962224,28,29,6710198,\N
4755,reis,고민식,\N,\N,\N,0,\N,\N,KR,R,-0.346022599066066,28,29,6698616,Koh Min Sik
14810,Seaweed,,\N,\N,\N,0,,\N,US,Z,-2.04611059560415,64,65,6707414,
18838,SpiritedAway,\N,\N,\N,\N,\N,\N,\N,US,Z,-1.82226814409063,25,26,6711138,\N
18223,steimers,\N,\N,\N,\N,\N,\N,\N,\N,T,-1.76243102158883,29,30,6710579,\N
5267,StraightEdge,Nicolas Chiorino,\N,\N,\N,0,\N,\N,FR,P,-1.50292389886402,162,163,6699079,\N
7600,yz,曾祥亮,\N,\N,\N,0,\N,\N,CN,P,-0.778821009716323,44,45,6700976,Zeng Xiangliang
4613,MixIdiot,\N,\N,3,\N,\N,\N,\N,AU,R,-0.786562368629668,28,29,6698492,\N
3209,DrNightOwl,Cody Gresham,\N,3,3120,2,\N,\N,US,Z,-0.506932266242964,28,29,6697257,\N
2071,ElParamedico,Young Lee,\N,3,3179,2,\N,\N,US,P,-1.48368306998959,164,165,6696293,\N
7937,EnderSword,\N,\N,3,\N,\N,\N,\N,CA,P,-2.35635652473248,162,163,6701277,\N
4255,ERICKILATOR,\N,\N,3,\N,\N,\N,\N,MX,P,-0.920435853106347,28,29,6698183,\N
8569,gSTARraw,\N,\N,3,\N,\N,\N,\N,US,T,-0.92996202083657,28,29,6701810,\N
4019,HypeR,Richard Rolbeck,\N,3,4667,2,,\N,US,Z,-0.935350300832439,38,39,6697978,\N
8304,iiSimonx,\N,\N,3,\N,\N,\N,\N,UK,P,-1.13717521578827,36,37,6701576,\N
14632,Wolf,Kynan Anderson,\N,3,\N,0,\N,\N,AU,T,-2.09183370659262,58,59,6707253,\N
7858,Puffinton,\N,\N,3,\N,\N,,\N,AU,Z,-0.883502269815806,25,26,6701204,\N
4292,nazu,\N,\N,3,\N,\N,\N,\N,TW,P,-0.856332691268714,27,28,6698215,\N
7679,Punk,庞昊,\N,3,\N,0,\N,\N,CN,Z,-1.4540771726294,76,77,6701043,Pang Hao
5936,QiYeeeeeee,曾超栋,\N,3,\N,0,\N,\N,CN,P,-1.53455559474667,120,121,6699595,Zeng Chaodong
7897,Dreamer,\N,\N,3,\N,\N,\N,\N,AU,P,-1.85476227464455,192,193,6701240,\N
6614,Fender,Mitchell Tinnock,\N,3,\N,\N,,\N,AU,T,-1.26180674002642,100,101,6700181,
12458,Nilius,,\N,\N,\N,\N,,\N,\N,Z,-1.37539061322758,27,28,6705288,
10393,FrosTMinD,\N,\N,3,\N,\N,\N,\N,FR,Z,-1.24247532476238,28,29,6703431,\N
12238,Galios,\N,\N,3,3317,2,\N,\N,US,Z,-1.45242356203372,147,148,6705082,\N
13272,GamerFinnsoN ,,\N,3,\N,\N,,\N,UK,P,-1.57045408889797,33,34,6706035,
9488,Have,\N,\N,3,\N,\N,\N,\N,DK,Z,-1.40176761726952,51,52,6702593,\N
14421,Nkx,\N,\N,\N,\N,\N,\N,\N,US,Z,-1.58283274214356,27,28,6707071,\N
8793,NahuaL,\N,\N,\N,\N,\N,\N,\N,CL,Z,-1.39186128053841,101,102,6701954,\N
15120,Naid,\N,\N,\N,\N,\N,\N,\N,\N,Z,-1.6446780320477,27,28,6707602,\N
15357,NanoFighter,\N,\N,\N,\N,\N,\N,\N,BR,R,-1.65156735966455,25,26,6707828,\N
9815,JIN,郑卓铭,\N,3,\N,0,JIN,\N,CN,T,-1.67911234084234,111,112,6702893,Zheng Zhuoming
7699,Ceephyr,Mayor Cenor Jr,\N,3,\N,0,\N,\N,PH,T,-1.74767387639955,161,162,6701061,\N
1641,Sopia,박민규,1984-05-01,3,1902,3,\N,\N,KR,T,-1.60102164099596,227,228,6695925,Park Min Kyu
5979,sprEEEzy,\N,\N,3,\N,\N,\N,\N,HR,Z,-1.20416764200218,64,65,6699629,\N
9299,TeebuL,Haseeb Ishaq,\N,3,\N,0,,\N,UK,P,-1.39165066294212,133,134,6702413,
9346,TheZergLord,Gabriel Costa,\N,3,\N,0,,\N,BR,Z,-1.46791679427961,98,99,6702455,
919,TTLK,李響,\N,3,\N,0,\N,\N,CN,P,-1.23889435644966,87,88,6695291,Li Xiang
15281,Vincsis,\N,\N,3,\N,\N,\N,\N,FR,P,-1.89494846065086,59,60,6707754,\N
5108,ViperPro,\N,\N,3,\N,0,\N,\N,TH,Z,-1.46713092645956,101,102,6698938,\N
14437,Voltacus,James Flint,\N,3,\N,0,User:Voltacus,\N,UK,T,-1.88017929676818,52,53,6707086,
4272,attelso,\N,\N,3,\N,\N,\N,\N,DK,Z,-1.12263388676142,81,82,6698198,\N
6083,BaldEagle,Matthew Button,\N,3,\N,0,,\N,AU,T,-1.54254117134917,119,120,6699726,\N
8518,Bergie,Fredrik Bergmann,\N,3,\N,0,\N,\N,NO,Z,-0.558573551525538,25,26,6701764,\N
16063,Berzerg,\N,\N,3,\N,0,\N,\N,TH,Z,-1.8121656005585,46,47,6708503,\N
3075,BioOrMech,Mehmet Yenikale,\N,3,2588,2,\N,\N,TR,T,-0.544038827801643,36,37,6697133,\N
11725,Birth,\N,\N,3,\N,\N,\N,\N,KR,P,-1.15002900269349,28,29,6704638,\N
3785,bowsan,\N,\N,3,4203,2,\N,\N,US,T,-0.796921440848094,28,29,6697774,\N
3195,Rekatan,Joshua Marston,\N,3,3144,2,\N,\N,US,Z,-0.714644068229282,45,46,6697243,\N
4815,negativ,Василий Данилишин,\N,3,\N,0,\N,\N,RU,P,-1.14758688653626,58,59,6698672,Vasiliy Danilishin
