NICKNAME,NAME,BIRTHDATE,MC_NUMBER,TLPD_ID,TLPD_DB,LIQUIPEDIA_PAGE,SC2E_ID,COUNTRY,RACE,PP_SCORE,FOREIGN_KEY1,FOREIGN_KEY2,FOREIGN_KEY3,ROMANIZED_NAME
3007,Noodle,\N,\N,3,2877,2,\N,\N,AU,Z,-0.813250175497519,49,50,6697068,\N
9859,Oblivion,\N,\N,3,\N,0,\N,\N,IE,Z,-1.52948410934204,59,60,6702934,\N
16924,Omen,\N,\N,3,\N,0,\N,\N,US,Z,-1.84584169195873,47,48,6709324,\N
8544,Quasar,\N,\N,3,\N,0,\N,\N,RU,P,-1.69423485533271,107,108,6701790,\N
8290,RaGriz,\N,\N,3,\N,\N,\N,\N,\N,Z,-1.0590025347378,28,29,6701564,\N
1059,Raindeer,\N,\N,3,\N,0,\N,\N,DK,Z,-0.845664097601416,25,26,6695418,\N
5489,RainDog,\N,\N,3,\N,\N,\N,\N,NO,T,-0.600828780013501,27,28,6699241,\N
778,Rasowy,Dawid Wiśniewski,\N,3,2003,2,\N,\N,PL,T,-1.84988607469957,230,231,6695166,\N
10779,RataTopo,,\N,3,\N,\N,,\N,ES,T,-1.39830996804848,27,28,6703788,
8342,Renewal,\N,\N,3,\N,\N,\N,\N,US,T,-0.778786084323707,28,29,6701602,\N
3341,ReseT,Joey Tajzai,\N,3,3668,2,\N,\N,US,P,-0.857122138310233,55,56,6697375,\N
3541,Riddlezmethis,Vaillen Fung,\N,3,3542,2,\N,\N,US,P,-0.743349020392184,28,29,6697557,\N
12647,Rufio,,\N,3,\N,\N,,\N,US,Z,-1.47506759594726,28,29,6705458,
11535,skiboots,\N,\N,3,\N,\N,\N,\N,US,T,-1.79053355132656,86,87,6704462,\N
679,Lefy,Stefan Voßen,\N,\N,3996,2,,\N,DE,Z,-0.547315269527128,27,28,6695075,\N
6750,zmo,\N,\N,\N,\N,\N,\N,\N,\N,T,\N,25,26,6700293,\N
18856,LeCubitus,\N,\N,3,\N,\N,\N,\N,FR,T,-1.83704866231499,25,26,6711156,\N
8283,LmFIIIIIIIII,\N,\N,3,\N,\N,\N,\N,ES,Z,-1.11012676335498,28,29,6701559,\N
9286,LMNK,\N,\N,3,\N,0,\N,\N,UK,P,-1.19814695110007,28,29,6702401,\N
6048,Loach,Dylan Garcia,\N,3,\N,0,,\N,AU,Z,-1.15886283139692,68,69,6699691,\N
3232,LuxuryMaster,Jae Lim,\N,3,3129,2,\N,\N,US,Z,-0.591750507041039,28,29,6697278,\N
15362,Marksman,\N,\N,3,\N,\N,\N,\N,MY,T,-1.6502888110521,26,27,6707832,\N
9880,Marmew,\N,\N,3,\N,\N,\N,\N,FR,T,-1.34524271863947,29,30,6702952,\N
2090,NoMicroWin,Ian Howells,\N,\N,\N,0,\N,\N,US,P,-0.872290548076343,45,46,6696312,\N
1070,Mass,Kevin Skerpon,\N,3,2421,2,\N,\N,US,Z,-0.895496696619228,56,57,6695428,\N
16036,PhDoctorLove,\N,\N,\N,\N,\N,\N,\N,\N,Z,-1.69132839592203,28,29,6708479,\N
13953,Raf,\N,\N,\N,\N,0,\N,\N,RU,T,-1.77692413625796,66,67,6706633,Rafael Kremchen
8350,SirMalagant,Ben James Ambalong,\N,3,\N,0,\N,\N,US,P,-1.72384644156307,86,87,6701610,\N
14275,rafa246,\N,\N,\N,\N,\N,\N,\N,BR,T,-1.58112076072208,25,26,6706935,\N
13856,RafaPhysio,,\N,\N,\N,\N,,\N,BR,Z,-1.56499365016293,28,29,6706544,
9968,Ravengg,Богдан Воронин,\N,\N,\N,0,\N,\N,RU,Z,-1.27763878060006,37,38,6703035,Bogdan Boronin
1258,Rea,\N,\N,\N,\N,\N,\N,\N,DE,P,\N,25,26,6695595,\N
2974,reveNge,Anthony Cintron,\N,\N,2267,2,,\N,US,Z,-1.08697858700107,110,111,6697038,\N
11344,Slashers,Павел Строкань,\N,\N,\N,0,,\N,RU,P,-1.68004167772202,105,106,6704294,Pavel Strokan
4665,slaughter,\N,\N,\N,\N,\N,\N,\N,US,Z,-1.27269594128711,72,73,6698538,\N
15415,SLAVEMASTER,\N,\N,\N,\N,0,\N,\N,FI,Z,-1.86520625620567,45,46,6707884,\N
15208,Smveee,\N,\N,\N,\N,\N,\N,\N,FR,T,-1.64922502292221,26,27,6707688,\N
15490,Snake,\N,\N,\N,\N,\N,\N,\N,ID,R,-1.65132781997108,25,26,6707954,\N
5526,Sokrates,\N,\N,\N,\N,\N,\N,\N,DE,Z,-0.910076461888605,38,39,6699273,\N
3798,Starkad,Dylan Armstrong,\N,\N,3076,2,,\N,US,T,-1.44002407072415,148,149,6697785,
3832,SteveCZ,Štěpán Dolák,\N,\N,4277,2,\N,\N,CZ,P,-0.857704663679589,42,43,6697816,\N
18107,StillFly,\N,\N,\N,\N,0,\N,\N,US,Z,-1.785786879204,30,31,6710468,\N
15773,Tails,,\N,\N,\N,\N,,\N,\N,Z,-1.66985584149064,28,29,6708227,
11205,TaiwanJ,\N,\N,\N,\N,\N,\N,\N,US,T,-1.34003522407376,29,30,6704174,\N
6793,Taiz,\N,\N,\N,\N,\N,\N,\N,DE,T,-1.05559081070971,27,28,6700329,\N
5471,Tarei,\N,\N,\N,\N,\N,\N,\N,US,P,-0.950085923681026,29,30,6699225,\N
7834,Teetie,Wouter van Westen,\N,\N,\N,0,\N,\N,NL,T,-1.7311714835368,133,134,6701180,\N
6156,Hotlips,\N,\N,\N,\N,\N,\N,\N,CN,T,-0.769526421433134,29,30,6699787,\N
17162,HwaRanG,,\N,\N,\N,0,,\N,KR,T,-1.51892981192538,25,26,6709552,
10469,jjGG,\N,\N,\N,\N,0,\N,\N,CO,P,-1.26969027105156,28,29,6703500,\N
10512,JLAlpha,\N,\N,\N,\N,\N,\N,\N,TW,P,-1.27634903239046,28,29,6703539,\N
13814,johnnie,\N,\N,\N,\N,\N,\N,\N,RU,Z,-1.76646564341526,97,98,6706503,\N
17313,Johny,\N,\N,\N,\N,\N,\N,\N,RU,Z,-1.76760089967226,27,28,6709700,\N
14762,Zappa,\N,\N,\N,\N,\N,\N,\N,\N,R,-1.58936038353817,28,29,6707372,\N
10975,Count,\N,\N,\N,\N,\N,\N,\N,\N,Z,-1.29980612430128,26,27,6703965,\N
13596,CuX,\N,\N,\N,\N,0,\N,\N,PL,T,-1.53277386017102,27,28,6706336,\N
9743,Dackes,\N,\N,\N,\N,\N,,\N,CL,T,-1.52758653660982,64,65,6702822,\N
17334,daftcraft,\N,\N,\N,\N,\N,\N,\N,US,T,-1.74927122323237,27,28,6709719,\N
12910,Dangomarr,Łukasz Ocalewski,\N,\N,\N,0,\N,\N,PL,Z,-1.58415959358723,48,49,6705702,\N
17969,ELECTRIC,\N,\N,\N,\N,\N,\N,\N,GT,Z,-1.88273595917992,35,36,6710334,\N
1321,Void,Marcus Pålsson,\N,3,2890,2,\N,\N,SE,P,-0.983757856702015,75,76,6695650,\N
8076,Winks,\N,\N,3,\N,\N,\N,\N,US,T,-1.49653186962423,77,78,6701398,\N
9597,WisH,Matthijs Breed,\N,3,\N,0,\N,\N,NL,Z,-1.76242318987509,95,96,6702697,\N
13849,Ethereal,\N,\N,3,\N,0,\N,\N,US,Z,-1.85494478883567,72,73,6706537,\N
14163,ETpwnHome,\N,\N,3,\N,\N,\N,\N,US,Z,-1.70149602215677,49,50,6706827,\N
1971,Legend,김은호,\N,3,\N,0,\N,\N,KR,Z,-0.778965965269595,55,56,6696196,Kim Eun Ho
9595,Legion,,\N,3,\N,\N,,\N,NL,P,-1.339193914752,39,40,6702695,
2052,lilac,\N,\N,3,\N,\N,\N,\N,KR,T,-0.730086895091737,26,27,6696274,\N
13009,Lilbeary,Тихомир Иванов,\N,3,\N,0,\N,\N,BG,P,-1.81645200014,99,100,6705789,Tihomir Ivanov
4952,Mattzour,\N,\N,3,\N,0,\N,\N,CZ,T,-1.90610415296263,205,206,6698801,\N
9378,MontyPylon,,\N,3,\N,\N,,\N,AU,Z,-0.818255393116267,25,26,6702485,
4604,mopy,\N,\N,3,\N,\N,\N,\N,AU,P,-0.798570894008729,28,29,6698486,\N
8285,MrLando,James Laszlo,\N,3,\N,0,\N,\N,AU,T,-1.48262030450071,68,69,6701561,\N
2746,Mujahidun,\N,\N,3,3747,3,\N,\N,AU,Z,\N,25,26,6696825,\N
1981,New,\N,\N,3,\N,\N,\N,\N,KR,Z,-0.622498640646826,25,26,6696206,\N
1708,OriOn,권수현,1988-06-20,3,137,3,OriOn,\N,KR,Z,-1.15442061420267,106,107,6695975,Kwun Soo Hyun
2755,mura,\N,\N,3,2779,3,\N,\N,CA,T,\N,25,26,6696833,\N
2010,NEXT,\N,\N,3,4834,3,\N,\N,KR,Z,-0.633149669112222,28,29,6696235,Yoon Hee Won
15632,mrkm,\N,\N,\N,\N,\N,\N,\N,JP,Z,-1.919700969958,58,59,6708091,\N
11154,NaNezWa,Lucien Bramard,\N,\N,\N,0,\N,\N,FR,Z,-1.2105810537416,28,29,6704124,\N
18034,OFE,\N,\N,\N,\N,\N,\N,\N,\N,Z,-1.79639253111095,39,40,6710395,\N
4046,REVEX,\N,\N,\N,4696,2,\N,\N,DE,T,-1.01138046454068,67,68,6698000,\N
5791,ReviLo,Oli Gray,\N,\N,\N,0,\N,\N,UK,P,-0.980834619061105,28,29,6699472,\N
13263,Rexxor,Mats Christophersen,\N,\N,\N,\N,,\N,DE,Z,-1.42436086667757,31,32,6706026,
16320,rey,\N,\N,\N,\N,\N,\N,\N,FR,T,-1.71208963430552,28,29,6708748,\N
12251,Rey,\N,\N,\N,\N,\N,,\N,BE,T,-1.59489846823083,55,56,6705094,\N
8253,buondi,\N,\N,3,\N,\N,\N,\N,PT,T,-1.14845599052951,28,29,6701531,\N
16525,paNix,,\N,3,\N,0,,\N,RU,T,-2.02608139981285,52,53,6708944,
12851,PrayforKhala,\N,\N,3,\N,\N,\N,\N,IT,P,-1.36647659221412,28,29,6705647,\N
12233,Uply,\N,\N,3,\N,0,\N,\N,VN,Z,-1.8353682753238,103,104,6705077,\N
14085,wOrst,\N,\N,3,\N,\N,\N,\N,CA,Z,-1.27816682629306,27,28,6706753,\N
17224,Xray,\N,\N,3,\N,\N,\N,\N,US,Z,-1.76486257041467,28,29,6709613,\N
11718,YoHanKing,\N,\N,3,\N,\N,\N,\N,KR,T,-1.19275469871384,29,30,6704631,\N
16209,ywang,\N,\N,3,\N,\N,\N,\N,US,T,-1.82395814766974,28,29,6708639,\N
7805,Seigifried,Peter Spoto,1997-06-08,\N,\N,0,,\N,US,P,-1.80723411573733,155,156,6701160,
9474,Seldentar,\N,\N,\N,\N,0,\N,\N,US,P,-1.66034484471382,60,61,6702579,\N
17860,Selphie,\N,\N,\N,\N,\N,\N,\N,DE,Z,-1.7649457377176,28,29,6710226,\N
17337,soOndPlace,\N,\N,\N,\N,\N,\N,\N,US,Z,-1.69928871147279,27,28,6709722,\N
6460,SKiA,\N,\N,\N,\N,\N,\N,\N,US,Z,-0.953787737781405,28,29,6700045,\N
17959,Skiblet,\N,\N,\N,\N,\N,\N,\N,ZA,P,-1.71773011939724,27,28,6710324,\N
15782,Skillful,\N,\N,\N,\N,\N,\N,\N,RU,P,-1.63626277108052,29,30,6708235,\N
9906,Zhaie,\N,\N,3,\N,\N,\N,\N,FR,Z,-1.23527699284516,28,29,6702976,\N
7743,zicque,\N,\N,3,\N,\N,\N,\N,SG,P,-0.905734120797453,27,28,6701104,\N
8871,RangeR,\N,\N,3,\N,\N,\N,\N,CN,Z,-1.69692222696386,193,194,6702024,\N
2968,Rathorne,\N,\N,3,2451,2,\N,\N,US,R,-0.82807293235428,55,56,6697033,\N
6788,Ravenflames,Sam Khoo,1994-09-04,3,\N,0,,\N,MY,P,-1.97408858893237,161,162,6700325,
13583,Redking,,\N,3,\N,\N,,\N,UK,P,-1.53715019314488,27,28,6706324,
8479,Reekfish,\N,\N,3,\N,\N,\N,\N,SE,Z,\N,25,26,6701730,\N
14156,ReEpeRs,,\N,3,\N,\N,,\N,FR,Z,-1.61710284910121,25,26,6706820,
1585,RenieHouR,이정환,1993-05-29,3,1889,1,,\N,KR,P,-0.585243564458557,44,45,6695882,Jung Hwan Lee
8431,Rhirhi,\N,\N,3,\N,\N,\N,\N,UK,Z,-1.17841648405876,27,28,6701684,\N
1844,RianBoxer,\N,\N,3,4816,3,\N,\N,KR,T,-1.19982733615616,163,164,6696086,\N
13534,ricemonkey,,\N,3,\N,0,,\N,US,T,-2.0335402016099,62,63,6706279,
13191,Skimer,,\N,\N,\N,\N,,\N,RU,T,-1.67308939892296,40,41,6705961,
3260,Smatin,Brent Garcia,\N,\N,2955,2,\N,\N,US,Z,-0.61060439977448,28,29,6697305,\N
8124,Squeeze,\N,\N,\N,\N,\N,\N,\N,TW,Z,-1.08617380496178,28,29,6701437,\N
12743,sTaLiFe,,\N,\N,\N,0,,\N,CL,T,-1.62640977568952,45,46,6705549,
11492,Steps,Tim Rieger,\N,\N,\N,0,\N,\N,DE,Z,-1.27892952862631,26,27,6704426,\N
17916,Stetkaer,\N,\N,\N,\N,\N,\N,\N,DK,Z,-1.75932427267694,27,28,6710281,\N
18426,StimPacMarine,,\N,\N,\N,0,,\N,\N,R,-1.58523031190493,25,26,6710743,
15288,quiet,\N,\N,\N,\N,\N,\N,\N,US,T,-1.87806451208719,54,55,6707761,\N
15655,Quirky,James Quirk,\N,\N,\N,0,User:AHQuirky,\N,AU,Z,-1.90850130289421,55,56,6708112,
5080,reign,\N,\N,\N,\N,\N,\N,\N,FR,Z,-0.933379455396177,27,28,6698913,\N
13226,Relax,,\N,\N,\N,\N,,\N,CN,Z,-1.5419431711788,50,51,6705994,
9121,Renger,\N,\N,\N,\N,0,\N,\N,BY,T,-1.7102353447745,183,184,6702243,Evgeniy Kozlov
15662,ReNzO,\N,\N,\N,\N,0,\N,\N,PE,Z,-1.65305128816543,36,37,6708118,\N
18806,Restart,\N,\N,\N,\N,\N,\N,\N,CN,R,-1.79139451828432,25,26,6711109,\N
3837,SackOfTrout,\N,\N,\N,4312,2,\N,\N,UK,Z,-0.786453279831624,26,27,6697821,\N
16329,Moerius,\N,\N,3,\N,\N,\N,\N,FR,P,-1.85100827484626,40,41,6708757,\N
12850,Monta,\N,\N,3,\N,\N,\N,\N,IT,Z,-1.65082364618625,45,46,6705646,\N
5428,pOLLISI,\N,\N,3,\N,\N,\N,\N,SE,Z,-0.802872133375771,28,29,6699186,\N
7624,손우석,\N,\N,3,\N,\N,\N,\N,KR,T,-0.705658831221478,27,28,6700997,\N
8696,조연호,\N,\N,3,\N,\N,\N,\N,KR,P,-0.628356369118006,25,26,6701914,\N
7021,지승현,\N,\N,3,\N,\N,\N,\N,KR,T,-0.770878921008946,28,29,6700516,\N
756,Dietrich,David Rincòn,\N,3,\N,\N,\N,\N,CO,Z,-0.807141375220927,28,29,6695144,\N
4941,diseL,Joel Lundh,\N,3,\N,0,\N,\N,SE,P,-1.10587819136628,51,52,6698790,\N
17607,Djoro,,\N,3,\N,\N,,\N,NL,R,-1.79744921384689,28,29,6709983,
2082,ZooM,Heng Jin Kwee,\N,3,\N,0,\N,\N,SG,T,-0.883416114331424,50,51,6696304,\N
3372,Laboof,Alex Swanson,\N,3,3275,2,\N,\N,US,P,-0.880003925528647,46,47,6697401,\N
13644,MoldedPixels,\N,\N,3,\N,\N,\N,\N,US,T,-1.96394342814931,60,61,6706379,\N
9825,Mutation,\N,\N,3,\N,\N,,\N,US,Z,-1.33776449595183,49,50,6702901,\N
5589,Rogue,Alicia Oliver,\N,3,\N,\N,,\N,NZ,Z,-1.04907126755349,25,26,6699325,\N
10505,Ryosis,Alessandro Rossi,\N,3,\N,0,,\N,IT,Z,-1.69964183135866,91,92,6703532,
4223,Saku,Nicolas Ariel Garimaldi,\N,3,\N,\N,,\N,AR,Z,-0.876836050661207,28,29,6698151,\N
2790,def,Robert Alba,\N,3,2946,3,,\N,PH,P,-0.809303611097132,47,48,6696866,\N
925,Didd,Didrik Axelsson,\N,3,\N,0,\N,\N,SE,P,-0.895174485945557,27,28,6695297,\N
4249,Diethel,\N,\N,3,\N,\N,\N,\N,MX,Z,-0.86766477631468,28,29,6698177,\N
15720,doodusmaximus,\N,\N,3,\N,\N,\N,\N,US,Z,-1.69762742107378,28,29,6708176,\N
6016,Draken,Denis Craig,\N,3,\N,0,\N,\N,UK,P,-1.03012803044537,53,54,6699661,\N
5382,Easy,Вячеслав Трушкин,\N,3,\N,\N,,\N,RU,Z,-1.26152077734865,123,124,6699148,Vyacheslav Trushkin
6787,Enak,Kane Brickell,\N,3,\N,0,,\N,NZ,P,-1.67714081608166,86,87,6700324,
3192,Excellent,Kevin Javier,\N,3,3148,2,,\N,US,T,-0.538029246244813,28,29,6697240,\N
3909,FatAardvark,\N,\N,3,4513,2,\N,\N,\N,Z,-0.813267702972353,25,26,6697880,\N
6172,Faye,\N,\N,3,\N,0,\N,\N,US,T,-1.10114269587705,42,43,6699798,\N
4461,Fly100,陆维梁,\N,3,\N,0,Fly100%25,\N,CN,R,-0.748840235619103,28,29,6698359,Lu Weiliang
3784,Gensulitor,Matthew East,\N,3,4204,2,\N,\N,US,T,-0.92168466953944,56,57,6697773,\N
8897,Godfather,Eric Leduc,\N,3,\N,0,\N,\N,CA,Z,-1.83906800796691,135,136,6702047,\N
3452,Gosuro,\N,\N,3,3433,2,\N,\N,AU,T,-0.601508418554532,28,29,6697474,\N
17565,GrimReaper,\N,\N,3,\N,\N,\N,\N,MM,T,-1.71812811022762,31,32,6709941,\N
17974,iSteXx,\N,\N,3,\N,\N,\N,\N,FR,T,-1.8383780999671,26,27,6710339,\N
3044,James,\N,\N,3,2933,2,\N,\N,NZ,Z,-0.803982872673654,43,44,6697104,\N
10024,sad,\N,\N,\N,\N,\N,\N,\N,SE,Z,-1.72057303930465,110,111,6703089,\N
8853,Jrrrrr,,\N,3,\N,\N,,\N,\N,Z,-0.891196456008351,26,27,6702007,
2988,King,\N,\N,3,2440,2,\N,\N,AU,Z,-0.710287995263405,38,39,6697051,\N
8270,KoLiRiO,\N,\N,3,\N,\N,\N,\N,ES,T,-1.15212101298782,28,29,6701548,\N
10288,komakino,\N,\N,3,\N,0,\N,\N,US,Z,-0.736405699642256,27,28,6703335,\N
5915,Korlith,Fraser Bain,\N,3,\N,0,\N,\N,CA,T,-0.876837137152668,60,61,6699581,\N
16792,Myapm,\N,\N,3,\N,\N,\N,\N,TH,P,-1.84865561621698,40,41,6709196,\N
7394,SaleSarma,Saša Vrcelj,\N,3,\N,0,\N,\N,HR,Z,-1.15531368283105,85,86,6700793,\N
5048,Sampro,\N,\N,3,\N,\N,\N,\N,CA,Z,-1.11540753908481,58,59,6698881,\N
5501,Sannen,Erik Larsson,\N,3,\N,0,\N,\N,SE,Z,-1.86546099450747,147,148,6699253,\N
12569,SkepticBrain,\N,\N,3,\N,\N,\N,\N,\N,T,-1.44522551672856,28,29,6705390,\N
3773,sonnyb,\N,\N,3,4212,2,\N,\N,US,T,-0.80008115777461,28,29,6697762,\N
3710,Soultouch,\N,\N,3,4188,2,\N,\N,CA,P,-1.38611372090666,120,121,6697705,\N
6181,Spartaz,Nick Simpson,\N,3,\N,0,,\N,NZ,P,-1.16110859398823,44,45,6699806,\N
8887,Yudjen,\N,\N,3,\N,0,\N,\N,AZ,P,-1.32435196444722,28,29,6702038,\N
5274,Yuki,\N,\N,3,\N,0,\N,\N,CN,P,-0.902009687888385,27,28,6699086,\N
12645,Yukon,\N,\N,3,\N,0,\N,\N,US,Z,-1.40291107083127,28,29,6705456,\N
6844,Yun,\N,\N,3,\N,\N,\N,\N,FR,T,-1.66654542721189,187,188,6700375,\N
13062,ZeCruM,Ludo Pavesi,\N,3,\N,0,\N,\N,CH,Z,-1.87918001406209,88,89,6705836,\N
11547,亚城木梦叶,王海帆,\N,3,\N,0,\N,\N,CN,P,-1.78696445804574,113,114,6704474,Wang Haifan
9015,何師宇,\N,\N,3,\N,\N,\N,\N,TW,R,-1.27766802866877,27,28,6702146,\N
9013,劍魔獨孤求敗,\N,\N,3,\N,\N,\N,\N,TW,Z,-1.34022098820997,42,43,6702144,\N
12443,厦门孙一峰,,\N,3,\N,\N,,\N,CN,T,-1.42043459448626,43,44,6705274,
15555,邓晶,\N,\N,3,\N,\N,\N,\N,CN,R,-1.68041980642515,25,26,6708018,\N
3779,Tyrael,\N,\N,3,4209,2,\N,\N,US,Z,-0.791571138927921,28,29,6697768,\N
8291,uLtRaD,\N,\N,3,\N,\N,\N,\N,\N,T,-1.13465588482407,28,29,6701565,\N
2703,umay,\N,\N,3,2201,3,\N,\N,CA,P,-0.669040044842458,37,38,6696783,\N
4236,Urban,Juan Maa,\N,3,\N,\N,\N,\N,PE,Z,-0.866624026283747,25,26,6698164,\N
7869,Valheru,,\N,3,\N,\N,,\N,AU,P,-1.15573245288268,55,56,6701215,\N
6527,Valor,Valdan Vandemark,\N,3,\N,0,,\N,US,P,-1.09351103804987,29,30,6700101,\N
3206,VaNtaSist,\N,\N,3,3092,2,\N,\N,US,Z,-0.612098252687813,28,29,6697254,\N
18653,Wereth,\N,\N,3,\N,\N,\N,\N,CZ,T,-1.85270898778642,26,27,6710959,\N
4242,Wichi,\N,\N,3,\N,\N,\N,\N,MX,Z,-0.874173405685108,28,29,6698170,\N
8015,Olwé,\N,\N,3,\N,\N,\N,\N,FR,T,-1.39820175172049,26,27,6701348,\N
15456,Kevin,\N,\N,\N,\N,\N,\N,\N,TW,Z,-1.78792333013703,38,39,6707923,\N
10862,Keyz,\N,\N,\N,\N,\N,\N,\N,CA,Z,-1.30755705938685,26,27,6703860,\N
17754,KGB,\N,\N,\N,\N,\N,\N,\N,VN,P,-1.7793118191743,26,27,6710122,\N
18725,NooneKot,\N,\N,\N,\N,\N,\N,\N,\N,T,-1.80440046731281,26,27,6711030,\N
10263,Godu,\N,\N,3,\N,\N,\N,\N,FR,Z,-1.32041587657263,28,29,6703313,\N
2224,wzp,\N,\N,3,2703,3,\N,\N,MX,Z,-0.8727054442623,79,80,6696425,\N
687,xardas,Marco Möller,\N,3,\N,0,\N,\N,DE,Z,-1.19674584264806,65,66,6695083,\N
15082,Xavrox,\N,\N,3,\N,\N,\N,\N,PL,T,-1.41618067030302,28,29,6707566,\N
3611,YJ,叶俊,\N,3,3791,2,,\N,CN,P,-0.77135238405546,41,42,6697616,Ye Jun
6066,Zealo,\N,\N,3,\N,\N,\N,\N,AU,R,-1.34572931001619,101,102,6699709,\N
12989,小坚强,\N,\N,3,\N,\N,\N,\N,CN,T,-1.57089131965313,61,62,6705771,\N
4715,Daedalus,Joshua Howard,1987-01-15,3,\N,\N,,\N,AU,Z,-1.02167603130658,48,49,6698582,\N
8084,DarkenedLite,\N,\N,3,\N,\N,\N,\N,\N,Z,-1.04824384772657,55,56,6701406,\N
10122,Apple,\N,\N,\N,\N,\N,\N,\N,\N,P,-1.24053543082662,28,29,6703179,\N
8206,Bigbad,\N,\N,\N,\N,0,\N,\N,CA,P,-1.7945107866213,133,134,6701494,\N
14905,blizniaknr2,\N,\N,\N,\N,\N,\N,\N,PL,Z,-1.71746727415237,48,49,6707500,\N
9935,Bonaz,\N,\N,\N,\N,\N,\N,\N,IT,P,-1.2329426410308,28,29,6703002,\N
3437,ButteryLlama,Nathan Kross,\N,\N,3694,2,\N,\N,US,Z,-0.685532734323737,42,43,6697459,\N
3666,bZgLTD,\N,\N,\N,4040,2,\N,\N,US,P,-0.703758531236767,28,29,6697667,\N
16952,Bziper,\N,\N,\N,\N,\N,\N,\N,FR,Z,-1.71106956998637,25,26,6709351,\N
18850,Catari,\N,\N,\N,\N,\N,\N,\N,\N,Z,-1.7840981934833,25,26,6711150,\N
17583,DrDragon,\N,\N,\N,\N,\N,\N,\N,DE,P,-1.75192362797498,28,29,6709959,\N
11469,EinHeld,\N,\N,\N,\N,\N,\N,\N,DE,T,-1.2993002747864,25,26,6704404,\N
18024,Ejoe,\N,\N,\N,\N,0,\N,\N,IN,Z,-1.78561399048335,26,27,6710385,\N
17922,Emer,\N,\N,\N,\N,\N,\N,\N,BO,P,-1.60441133460685,27,28,6710287,\N
11454,PsyChODad,\N,\N,\N,\N,0,\N,\N,BG,P,-1.46180622910412,38,39,6704391,Hristo Dinev
6071,SadisticGoat,\N,\N,\N,\N,\N,\N,\N,AU,Z,-0.889875526803431,28,29,6699714,\N
8037,Saek,\N,\N,\N,\N,\N,\N,\N,TH,Z,-1.30056192896779,45,46,6701370,\N
4448,SuperSaiyan,\N,\N,\N,\N,0,\N,\N,PL,Z,-1.83048957832841,183,184,6698348,\N
6495,Kuo,\N,\N,\N,\N,0,\N,\N,CA,P,\N,25,26,6700073,\N
11235,BatmanApollo,Aleksejs Macnevs,\N,\N,\N,0,,\N,LV,P,-1.49581886949849,59,60,6704202,
10744,Blazejwa,\N,\N,\N,\N,0,\N,\N,US,T,-1.40680039473814,41,42,6703755,\N
9180,LanE,David Lane,\N,\N,\N,\N,,\N,US,Z,-0.88982888765941,26,27,6702299,
16905,Marshall,\N,\N,\N,\N,\N,\N,\N,CA,R,-1.73680968384541,26,27,6709306,\N
534,mazaYcheck,Олег Супрун,\N,\N,2190,3,\N,\N,MD,P,-0.831038148395116,54,55,6694938,Oleg Suprun
5477,Maze,\N,\N,\N,\N,\N,\N,\N,CA,P,-1.03838147181735,36,37,6699230,\N
3731,Mecanick,\N,\N,\N,4118,2,\N,\N,CA,R,-0.746311202797357,26,27,6697724,\N
2504,Mercy,최영훈,\N,\N,4338,3,\N,\N,KR,P,-0.833397501519919,65,66,6696632,Choi Young Hoon
10359,Toetoefoot,\N,\N,\N,\N,\N,\N,\N,US,Z,-1.26727224146512,29,30,6703404,\N
10139,TOGUSA,Nathan Corbeaux,\N,\N,\N,0,\N,\N,FR,P,-1.34876044300762,37,38,6703196,\N
18772,Tohara,\N,\N,\N,\N,0,\N,\N,BR,Z,-1.84317037715395,26,27,6711075,\N
13034,Tohatzu,,\N,\N,\N,\N,,\N,SE,T,-1.42671730458971,29,30,6705813,
9692,Canister,\N,\N,3,\N,\N,\N,\N,CA,Z,-1.30732696184454,29,30,6702787,\N
5462,Deumos,David Razdrh,\N,3,\N,0,\N,\N,SI,Z,-1.25311756049485,49,50,6699216,\N
15854,Valera,\N,\N,\N,\N,\N,\N,\N,RU,R,-1.76339987282156,41,42,6708304,\N
6499,Vampire,\N,\N,\N,\N,\N,\N,\N,\N,Z,\N,25,26,6700076,\N
11159,DragonToss,\N,\N,3,\N,0,\N,\N,NL,P,-1.78896257990284,83,84,6704129,\N
8454,DreamHalls,Toby Gibbs,\N,3,\N,0,\N,\N,US,P,\N,25,26,6701707,\N
14169,drokker,\N,\N,3,\N,\N,\N,\N,US,P,-1.73035823209181,25,26,6706833,\N
16279,drynix,\N,\N,3,\N,\N,\N,\N,FR,T,-1.87253474429247,28,29,6708708,\N
6436,eAsyScM,\N,\N,3,\N,\N,\N,\N,KR,T,-0.789523448887668,31,32,6700026,\N
3228,Ecca,\N,\N,3,3137,2,\N,\N,US,T,-0.597181950514946,28,29,6697274,\N
18505,CaptainFap,\N,\N,3,\N,\N,\N,\N,CA,Z,-1.77097479652035,26,27,6710820,\N
12241,FiftyONE,\N,\N,3,\N,\N,\N,\N,US,T,-1.40076341488809,26,27,6705084,\N
8646,FrisK,Maurice Peter,\N,3,\N,0,\N,\N,DE,P,-1.76043766345942,138,139,6701866,\N
1578,Gambler,정재호,1981-09-25,3,2185,1,\N,\N,KR,Z,-0.53065558097198,38,39,6695875,Jung Jae Ho
3296,gamfvr,Joseph Luce,\N,3,3176,2,\N,\N,US,T,-0.621708396783132,32,33,6697336,\N
